,job_title,rating,industry,city,state,min_revenue,max_revenue,min_salary_estimate,max_salary_estimate,avg_salary_estimate,avg_revenue
830,Data Analyst / Business Lead Generation Specialist [Part-Time],2.5,Banks & Credit Unions,Downers Grove, IL,50,100,42000,76000,59000,75.0
831,JPSC-5704 - Data Analyst,4.5,IT Services,Chicago, IL,50,100,42000,76000,59000,75.0
833,Data Analyst Junior,5.0,IT Services,Chicago, IL,50,100,42000,76000,59000,75.0
835,Senior Trading Systems Data Analyst (Chicago or NY),2.1,Investment Banking & Asset Management,Chicago, IL,1,1,42000,76000,59000,1.0
837,"Sr Analyst, Distrib Data Eng",3.3,Investment Banking & Asset Management,Chicago, IL,1000,2000,42000,76000,59000,1500.0
838,Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,4.5,Consulting,Chicago, IL,50,100,97000,129000,113000,75.0
840,Data Scientist - Sr. Analyst,2.0,Computer Hardware & Software,Chicago, IL,1,5,97000,129000,113000,3.0
842,QA Analyst - DATA Base Exp,3.9,IT Services,Chicago, IL,25,50,97000,129000,113000,37.5
843,Philanthropy Operations Associate - Data Analyst,3.3,Health Care Services & Hospitals,Maywood, IL,10,25,97000,129000,113000,17.5
844,Financial Systems Lead Data and Reporting Analyst,3.7,Computer Hardware & Software,Chicago, IL,5000,10000,97000,129000,113000,7500.0
845,Data Entry and compliance Analyst,3.4,Health Care Products Manufacturing,Northfield, IL,10000,10000,97000,129000,113000,10000.0
846,Lead Data Analyst,3.8,Enterprise Software & Network Solutions,Chicago, IL,10000,10000,97000,129000,113000,10000.0
848,"ERP Data Migration Analyst in Glenview, IL at Signode",3.2,Industrial Manufacturing,Glenview, IL,2000,5000,97000,129000,113000,3500.0
849,Data Security Analytics Analyst,3.3,Consulting,Chicago, IL,1,1,97000,129000,113000,1.0
851,Data Analyst IV,3.5,Staffing & Outsourcing,Chicago, IL,2000,5000,97000,129000,113000,3500.0
852,"Sr. Data Analyst - Analytics, Marketing, CPG",5.0,Staffing & Outsourcing,Chicago, IL,25,50,97000,129000,113000,37.5
853,SAP Data Management Analyst,4.3,Staffing & Outsourcing,Chicago, IL,50,100,97000,129000,113000,75.0
854,Senior Marketing Data Analyst (Real Estate),4.6,Staffing & Outsourcing,Chicago, IL,1,5,97000,129000,113000,3.0
856,"Senior Analyst, Data Analytics",3.0,Drug & Health Stores,Deerfield, IL,10000,10000,97000,129000,113000,10000.0
857,Senior Data Analyst - Informatics,3.3,Financial Transaction Processing,Chicago, IL,1000,2000,97000,129000,113000,1500.0
858,Data Quality Analyst-Product Content Specialist,3.0,Wholesale,Elk Grove Village, IL,1,5,97000,129000,113000,3.0
864,Senior data analyst,2.7,Staffing & Outsourcing,Chicago, IL,100,500,97000,129000,113000,300.0
865,Data Analyst (MPI),3.2,Membership Organizations,Chicago, IL,50,100,97000,129000,113000,75.0
866,"Senior Data Analyst, Sales",3.5,Logistics & Supply Chain,Chicago, IL,500,1000,97000,129000,113000,750.0
868,Data Governance and Analytics Analyst,2.7,Staffing & Outsourcing,Chicago, IL,100,500,68000,87000,77500,300.0
871,Lead Data Analyst,3.3,Insurance Carriers,Chicago, IL,10000,10000,68000,87000,77500,10000.0
877,Data Analyst Alteryx Experience MUST,3.7,IT Services,Chicago, IL,25,50,68000,87000,77500,37.5
878,Sr. Business Analyst Data Privacy,3.8,Accounting,Chicago, IL,5,10,68000,87000,77500,7.5
879,SAS Data Analyst,4.0,Accounting,Arlington Heights, IL,1,1,68000,87000,77500,1.0
880,Business Systems Analyst III - Data Engineering(Lead Product Owner),3.0,Drug & Health Stores,Deerfield, IL,10000,10000,68000,87000,77500,10000.0
882,Data Scientist Sr. - Conversation Designer & NLP Analyst,3.4,Banks & Credit Unions,Downers Grove, IL,10000,10000,68000,87000,77500,10000.0
883,Data analyst with Bigdata,4.0,Accounting,Chicago, IL,1,1,68000,87000,77500,1.0
884,Data Analyst,4.1,Wholesale,Houston, TX,1000,2000,29000,38000,33500,1500.0
885,Data Analyst I,2.8,Investment Banking & Asset Management,Houston, TX,10,25,29000,38000,33500,17.5
886,Data Analyst,3.0,Legal,Houston, TX,1,5,29000,38000,33500,3.0
887,Data Analyst,3.5,Casual Restaurants,Houston, TX,1,5,29000,38000,33500,3.0
888,Data Quality Analyst,3.6,Telecommunications Services,Houston, TX,2000,5000,29000,38000,33500,3500.0
890,Cost Data Analyst,3.9,Staffing & Outsourcing,Houston, TX,100,500,29000,38000,33500,300.0
892,"Data Analyst, Reporting",3.4,Health Care Services & Hospitals,Houston, TX,100,500,29000,38000,33500,300.0
895,Data Analyst,3.1,Accounting,Houston, TX,50,100,29000,38000,33500,75.0
896,"Analyst, Data Mgmt / Quant Analysis",3.2,Investment Banking & Asset Management,Houston, TX,10000,10000,29000,38000,33500,10000.0
897,Data Analyst,4.0,Wholesale,Houston, TX,100,500,29000,38000,33500,300.0
899,Data Analyst & Healthcare Analytics,3.6,Health Care Services & Hospitals,Pearland, TX,100,500,29000,38000,33500,300.0
900,Data Analyst,4.3,IT Services,Stafford, TX,1,5,29000,38000,33500,3.0
901,Business Analyst Data Governance,4.1,Consulting,Houston, TX,1,1,29000,38000,33500,1.0
903,Data Analyst,2.5,Municipal Governments,Houston, TX,100,500,29000,38000,33500,300.0
904,XYZ Data Analyst,3.7,Oil & Gas Services,Houston, TX,100,500,29000,38000,33500,300.0
908,Data Analyst II,3.6,Financial Transaction Processing,Houston, TX,10000,10000,29000,38000,33500,10000.0
909,Business Analyst (Data Integration/Salesforce),3.9,Staffing & Outsourcing,Houston, TX,100,500,29000,38000,33500,300.0
910,Compensation & HR Data Analyst,3.9,Enterprise Software & Network Solutions,Houston, TX,100,500,29000,38000,33500,300.0
911,Data Quality Analyst,4.0,Accounting,Houston, TX,1,1,29000,38000,33500,1.0
912,Data Expert Analyst/Modeler,4.8,IT Services,Houston, TX,1,5,29000,38000,33500,3.0
913,Data Quality Analyst,4.2,IT Services,Houston, TX,1,1,47000,76000,61500,1.0
914,Data Analyst,5.0,IT Services,Houston, TX,50,100,47000,76000,61500,75.0
916,Operations Data Analyst,2.5,Health Care Services & Hospitals,Houston, TX,50,100,47000,76000,61500,75.0
917,Data Quality Analyst,4.8,IT Services,Houston, TX,1,5,47000,76000,61500,3.0
919,"Data Analyst (LiDar, Ortho/Imagery)",2.4,Computer Hardware & Software,Houston, TX,25,50,47000,76000,61500,37.5
921,Data Analyst Lead - SAP,3.8,Enterprise Software & Network Solutions,Houston, TX,10000,10000,47000,76000,61500,10000.0
922,Environmental Data Analyst - Disaster Recovery,3.5,Consulting,Houston, TX,1000,2000,47000,76000,61500,1500.0
923,Data Analyst Manager,3.5,Casual Restaurants,Houston, TX,1,5,47000,76000,61500,3.0
924,Data Warehouse Analyst,3.0,Consulting,Houston, TX,100,500,47000,76000,61500,300.0
927,Data Warehouse Analyst,3.5,Staffing & Outsourcing,Houston, TX,2000,5000,47000,76000,61500,3500.0
928,MDM Data Analyst,4.1,Consulting,Houston, TX,1,1,47000,76000,61500,1.0
929,Data Analyst - Report Writer,4.6,Consulting,Houston, TX,1,5,47000,76000,61500,3.0
930,Omnichannel Marketing Data Analyst,3.6,Sporting Goods Stores,Houston, TX,1,1,47000,76000,61500,1.0
931,Senior Data Analyst,3.4,Health Care Services & Hospitals,Houston, TX,100,500,47000,76000,61500,300.0
932,Data Modeler/Data Analyst,4.2,IT Services,Houston, TX,1,1,47000,76000,61500,1.0
934,Data Analyst III (Healthcare Analytics),3.7,Insurance Carriers,Houston, TX,10000,10000,47000,76000,61500,10000.0
935,Data Warehouse Analyst,2.9,Staffing & Outsourcing,Houston, TX,50,100,47000,76000,61500,75.0
937,Data Quality Analyst,2.7,Staffing & Outsourcing,Pasadena, TX,100,500,47000,76000,61500,300.0
938,Data Analyst III (Healthcare Analytics),3.3,Insurance Carriers,Houston, TX,10000,10000,47000,76000,61500,10000.0
939,Data Analyst III,2.8,Investment Banking & Asset Management,Houston, TX,10,25,47000,76000,61500,17.5
940,CBO Data Analyst,3.6,Health Care Services & Hospitals,Pearland, TX,100,500,47000,76000,61500,300.0
941,Lead Quality Data Analyst,3.4,Health Care Services & Hospitals,Houston, TX,100,500,74000,123000,98500,300.0
942,Master Data Management Analyst,3.6,Staffing & Outsourcing,Houston, TX,1,1,74000,123000,98500,1.0
943,DATA WAREHOUSE ANALYST III,4.7,Publishing,Houston, TX,1,1,74000,123000,98500,1.0
947,Sr. Data Governance Analyst,3.6,Telecommunications Services,Houston, TX,2000,5000,74000,123000,98500,3500.0
948,Role: Data Warehouse Analyst - Direct Client.,4.0,IT Services,Houston, TX,100,500,74000,123000,98500,300.0
949,eDiscovery Data Analyst,4.0,Enterprise Software & Network Solutions,Houston, TX,10,25,74000,123000,98500,17.5
950,Senior Data Operations Analyst,3.6,Health Care Services & Hospitals,Pearland, TX,100,500,74000,123000,98500,300.0
952,Data Governance Business Analyst,3.8,Staffing & Outsourcing,Houston, TX,100,500,74000,123000,98500,300.0
953,"Data Management Analyst - Internal Medicine, Infectious",4.0,Colleges & Universities,Houston, TX,1000,2000,74000,123000,98500,1500.0
954,"Lead Analyst, Data Mgmt / Quant Analysis",3.2,Investment Banking & Asset Management,Houston, TX,10000,10000,74000,123000,98500,10000.0
955,HCC Data Analyst,3.6,Health Care Services & Hospitals,Pearland, TX,100,500,74000,123000,98500,300.0
957,VBA Software developer / IT Data Analyst SQL,4.4,Staffing & Outsourcing,Spring, TX,1,1,74000,123000,98500,1.0
958,Healthcare Information and Data Analyst II,3.6,Health Care Services & Hospitals,Pearland, TX,100,500,74000,123000,98500,300.0
959,Software Engineer/Data Analyst,5.0,Staffing & Outsourcing,Houston, TX,10,25,74000,123000,98500,17.5
960,"Financial Data Analyst - Data Mining, Analytics, Reporting",5.0,Staffing & Outsourcing,Sugar Land, TX,25,50,74000,123000,98500,37.5
962,Data Warehouse Analyst III,3.7,Staffing & Outsourcing,Houston, TX,50,100,74000,123000,98500,75.0
963,Contract data validation analyst,3.8,Staffing & Outsourcing,Houston, TX,100,500,74000,123000,98500,300.0
964,Data Warehouse Analyst III,3.0,Consulting,Houston, TX,5,10,74000,123000,98500,7.5
966,Sr. Data Analyst,3.1,Banks & Credit Unions,Sugar Land, TX,100,500,74000,123000,98500,300.0
967,Data Expert (Analyst/Modeler),4.8,IT Services,Houston, TX,1,5,74000,123000,98500,3.0
968,.Net Developer - Program Data Design Analyst,2.2,Municipal Governments,Houston, TX,50,100,74000,123000,98500,75.0
969,Data Analyst,3.1,Banks & Credit Unions,Tempe, AZ,10000,10000,53000,94000,73500,10000.0
970,Senior Data Analyst,4.4,Enterprise Software & Network Solutions,Phoenix, AZ,25,50,53000,94000,73500,37.5
971,Data Warehouse Analyst II-ST,3.2,Banks & Credit Unions,Phoenix, AZ,50,100,53000,94000,73500,75.0
972,SQL Developer/Data Analyst,3.7,Construction,Phoenix, AZ,100,500,53000,94000,73500,300.0
973,Jr. Analyst Data/Reporting,3.5,Staffing & Outsourcing,Phoenix, AZ,100,500,53000,94000,73500,300.0
974,Senior Data Analyst,4.0,Automotive Parts & Accessories Stores,Scottsdale, AZ,2000,5000,53000,94000,73500,3500.0
975,Data Warehouse Analyst III,3.2,Banks & Credit Unions,Phoenix, AZ,50,100,53000,94000,73500,75.0
976,Data Analyst,3.5,Staffing & Outsourcing,Phoenix, AZ,2000,5000,53000,94000,73500,3500.0
977,Data Analyst,4.9,Staffing & Outsourcing,Phoenix, AZ,10,25,53000,94000,73500,17.5
978,Data Analyst,4.1,Telecommunications Services,Phoenix, AZ,1000,2000,53000,94000,73500,1500.0
979,Business Data Analyst,4.6,Colleges & Universities,Scottsdale, AZ,100,500,53000,94000,73500,300.0
982,Data Analyst,3.2,Staffing & Outsourcing,Phoenix, AZ,500,1000,53000,94000,73500,750.0
984,Data Analyst,3.9,IT Services,Tempe, AZ,100,500,53000,94000,73500,300.0
985,Data Analyst,3.6,Social Assistance,Phoenix, AZ,1,5,53000,94000,73500,3.0
987,Fall 2020 Supply Chain Data Analyst Intern,3.6,Electrical & Electronic Manufacturing,Phoenix, AZ,5000,10000,53000,94000,73500,7500.0
988,Data Experience Analyst,3.6,Investment Banking & Asset Management,Phoenix, AZ,5000,10000,53000,94000,73500,7500.0
989,Data Analyst,4.4,IT Services,Tempe, AZ,1,5,53000,94000,73500,3.0
991,"Data Analyst, Marketing",4.6,Colleges & Universities,Scottsdale, AZ,100,500,53000,94000,73500,300.0
992,Data Control Business Analyst,3.1,Banks & Credit Unions,Tempe, AZ,10000,10000,53000,94000,73500,10000.0
993,Network Security System/Data Analyst,3.1,Banks & Credit Unions,Tempe, AZ,10000,10000,53000,94000,73500,10000.0
994,"Data Center Services Analyst I, II, III, or Senior",3.4,Banks & Credit Unions,Glendale, AZ,100,500,53000,94000,73500,300.0
995,Data Analyst,2.9,Banks & Credit Unions,Scottsdale, AZ,500,1000,53000,94000,73500,750.0
996,Central Flow Data Analyst,3.9,Internet,Tempe, AZ,10000,10000,53000,94000,73500,10000.0
1000,Data Programmer/Analyst,4.3,Colleges & Universities,Tempe, AZ,1000,2000,46000,102000,74000,1500.0
1001,Master Data Operation Analyst,3.6,IT Services,Phoenix, AZ,100,500,46000,102000,74000,300.0
1002,Data Reporting Analyst,3.9,Staffing & Outsourcing,Phoenix, AZ,100,500,46000,102000,74000,300.0
1003,Data Quality Analyst,3.8,IT Services,Tempe, AZ,50,100,46000,102000,74000,75.0
1004,Analyst (Global Data and Analytics),2.9,Gas Stations,Tempe, AZ,2000,5000,46000,102000,74000,3500.0
1005,Senior Business Intelligence Data Analyst,3.4,Food & Beverage Manufacturing,Phoenix, AZ,2000,5000,46000,102000,74000,3500.0
1007,System Analyst/Data Analyst/ Data Governance Analyst/ Collibra,3.7,Advertising & Marketing,Chandler, AZ,1,5,46000,102000,74000,3.0
1008,Automotive Data Analyst,3.1,Automotive Parts & Accessories Stores,Phoenix, AZ,5000,10000,46000,102000,74000,7500.0
1010,Data/Business Analyst,3.1,Truck Rental & Leasing,Phoenix, AZ,10000,10000,46000,102000,74000,10000.0
1011,Data Quality (DQ) Problem Management Analyst,3.1,Banks & Credit Unions,Tempe, AZ,10000,10000,46000,102000,74000,10000.0
1014,Technology Analyst | Data Management - Data Integration | Informatica,3.9,Consulting,Phoenix, AZ,1,5,46000,102000,74000,3.0
1015,Senior Data Analyst w/ Collibra,5.0,IT Services,Phoenix, AZ,10,25,46000,102000,74000,17.5
1017,Data Modeler / Analyst with Data Steward,4.5,IT Services,Tempe, AZ,10,25,46000,102000,74000,17.5
1018,SQL Data Analyst,3.3,Enterprise Software & Network Solutions,Mesa, AZ,1,1,46000,102000,74000,1.0
1020,Marketing Data Analyst,3.5,Insurance Agencies & Brokerages,Tempe, AZ,50,100,46000,102000,74000,75.0
1025,Data analyst,3.5,IT Services,Phoenix, AZ,1000,2000,46000,102000,74000,1500.0
1027,Finance Data Analyst,4.9,Staffing & Outsourcing,Phoenix, AZ,10,25,43000,94000,68500,17.5
1028,Data Analyst/Business Analyst with SQL,3.9,IT Services,Phoenix, AZ,100,500,43000,94000,68500,300.0
1031,Accounting Data Analyst,4.5,Staffing & Outsourcing,Phoenix, AZ,100,500,43000,94000,68500,300.0
1034,Data Engineer/Database Analyst/Data Analyst,3.7,Advertising & Marketing,Chandler, AZ,1,5,43000,94000,68500,3.0
1037,ETL QA / Data Analyst,4.2,Accounting,Scottsdale, AZ,1,5,43000,94000,68500,3.0
1039,"Analyst, Global Data Governance & Strategy",2.9,Gas Stations,Tempe, AZ,2000,5000,43000,94000,68500,3500.0
1040,SQL/SAS Data Analyst,3.6,Staffing & Outsourcing,Chandler, AZ,100,500,43000,94000,68500,300.0
1042,Risk/Regulatory Reporting Project Data Analyst,3.1,Banks & Credit Unions,Tempe, AZ,10000,10000,43000,94000,68500,10000.0
1043,Data Architect /Data Modeler/Data Analyst,4.4,IT Services,Phoenix, AZ,1,5,43000,94000,68500,3.0
1044,Data Analyst - Mid-Level,3.5,Staffing & Outsourcing,Tempe, AZ,100,500,43000,94000,68500,300.0
1045,Sr. Data Business Analyst-Docutech,3.4,Insurance Carriers,Scottsdale, AZ,5000,10000,43000,94000,68500,7500.0
1047,Financial and Data Analyst,3.8,Consulting,Scottsdale, AZ,10,25,43000,94000,68500,17.5
1049,Civil Engineer/GIS Data Analyst,3.7,Architectural & Engineering Services,Chandler, AZ,1000,2000,43000,94000,68500,1500.0
1051,Business Intelligence - Data Analyst,3.8,Health Care Services & Hospitals,Tempe, AZ,25,50,43000,94000,68500,37.5
1053,"Data Analyst- San Antonio, Des Moines",4.1,Staffing & Outsourcing,Chandler, AZ,1000,2000,43000,94000,68500,1500.0
1054,Data Analyst Senior,4.1,Staffing & Outsourcing,Chandler, AZ,25,50,43000,94000,68500,37.5
1056,Card Data Analyst,4.0,Staffing & Outsourcing,Tempe, AZ,25,50,45000,78000,61500,37.5
1057,"IT Data Analyst, TS/SCI with Poly",3.8,Computer Hardware & Software,DC Ranch, AZ,1,5,45000,78000,61500,3.0
1058,"Senior Analyst, Global Data Governance & Strategy",2.9,Gas Stations,Tempe, AZ,2000,5000,45000,78000,61500,3500.0
1061,JPSC-6986 - Data Governance Analyst,4.5,IT Services,Scottsdale, AZ,50,100,45000,78000,61500,75.0
1062,Project Regulatory/Risk Data Analyst,3.1,Banks & Credit Unions,Tempe, AZ,10000,10000,45000,78000,61500,10000.0
1064,Language Data Analyst,2.8,Consulting,Tempe, AZ,500,1000,45000,78000,61500,750.0
1065,Senior Analyst - Client Data,2.9,Health Care Services & Hospitals,Scottsdale, AZ,10000,10000,45000,78000,61500,10000.0
1066,Data Analyst II,3.6,Computer Hardware & Software,King of Prussia, PA,50,100,41000,78000,59500,75.0
1068,Sr Data Analyst,2.3,Biotech & Pharmaceuticals,Blue Bell, PA,100,500,41000,78000,59500,300.0
1070,Sr. Data Analyst,3.6,Health Care Services & Hospitals,Philadelphia, PA,500,1000,41000,78000,59500,750.0
1072,Data Analyst,3.9,Consulting,Philadelphia, PA,50,100,41000,78000,59500,75.0
1073,Data Analyst,3.9,Staffing & Outsourcing,Wilmington, DE,100,500,41000,78000,59500,300.0
1075,SQL Data Analyst,3.9,Staffing & Outsourcing,Malvern, PA,100,500,41000,78000,59500,300.0
1077,Junior Data Analyst,5.0,IT Services,Philadelphia, PA,50,100,41000,78000,59500,75.0
1079,Data Analyst,3.7,Architectural & Engineering Services,Philadelphia, PA,2000,5000,41000,78000,59500,3500.0
1081,Data Analyst,3.5,Staffing & Outsourcing,Camden, NJ,100,500,41000,78000,59500,300.0
1082,Data Analyst,3.8,Staffing & Outsourcing,Philadelphia, PA,2000,5000,41000,78000,59500,3500.0
1083,Data Analyst,4.2,IT Services,Philadelphia, PA,10,25,41000,78000,59500,17.5
1084,Data Analyst,3.3,IT Services,Philadelphia, PA,1,1,41000,78000,59500,1.0
1086,Data Analyst,4.1,IT Services,Philadelphia, PA,500,1000,41000,78000,59500,750.0
1087,Data Reporting Analyst,3.9,Staffing & Outsourcing,Feasterville Trevose, PA,100,500,41000,78000,59500,300.0
1089,Data Analyst,4.1,"Cable, Internet & Telephone Providers",Feasterville Trevose, PA,5,10,41000,78000,59500,7.5
1090,Data Analyst,3.5,Metals Brokers,Camden, NJ,2000,5000,41000,78000,59500,3500.0
1091,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",3.8,Accounting,Philadelphia, PA,10000,10000,41000,78000,59500,10000.0
1092,Data Analyst,3.6,Advertising & Marketing,Philadelphia, PA,10,25,41000,78000,59500,17.5
1093,Data Reporting Analyst,3.5,Staffing & Outsourcing,Philadelphia, PA,2000,5000,41000,78000,59500,3500.0
1094,"Jr. Data Analyst, Master Data",3.2,IT Services,Philadelphia, PA,10,25,38000,68000,53000,17.5
1097,Healthcare Data Analytics Analyst,3.1,Insurance Carriers,Philadelphia, PA,5000,10000,38000,68000,53000,7500.0
1098,Certified Tumor Registrar/Data Analyst [CTR and experience required],3.5,Health Care Services & Hospitals,Philadelphia, PA,500,1000,38000,68000,53000,750.0
1100,CCB Risk - Fraud Risk Data Analyst - Associate,3.9,Investment Banking & Asset Management,Wilmington, DE,10000,10000,38000,68000,53000,10000.0
1101,Data Analyst,5.0,IT Services,Philadelphia, PA,50,100,38000,68000,53000,75.0
1102,Analyst Data Intelligence (US),2.4,Biotech & Pharmaceuticals,Radnor, PA,2000,5000,38000,68000,53000,3500.0
1109,Data Analyst - Digital Media,4.6,Publishing,Wayne, PA,1,5,38000,68000,53000,3.0
1110,Data Strategy Analyst,3.9,Staffing & Outsourcing,Wilmington, DE,100,500,38000,68000,53000,300.0
1111,Business Data Analyst,3.5,IT Services,Bensalem, PA,10,25,38000,68000,53000,17.5
1113,Data Analyst/Architect,2.7,Staffing & Outsourcing,Philadelphia, PA,100,500,38000,68000,53000,300.0
1114,Sr Data Analyst,3.9,Staffing & Outsourcing,Philadelphia, PA,100,500,38000,68000,53000,300.0
1117,Data Analyst/Records Management,3.8,Consulting,Exton, PA,10,25,38000,68000,53000,17.5
1119,Senior Data Analyst,4.1,IT Services,Philadelphia, PA,500,1000,38000,68000,53000,750.0
1122,Data Governance Analyst,3.5,Staffing & Outsourcing,Wayne, PA,100,500,38000,68000,53000,300.0
1125,Senior Healthcare Data Analyst - Multiple Positions,3.7,Health Care Services & Hospitals,Philadelphia, PA,50,100,37000,44000,40500,75.0
1127,Data Analyst,3.8,Consulting,Allegheny West, PA,5,10,37000,44000,40500,7.5
1128,Data Analyst,4.0,Staffing & Outsourcing,Paoli, PA,10,25,37000,44000,40500,17.5
1129,Data Analyst- Remote,3.9,Vehicle Dealers,Doylestown, PA,1000,2000,37000,44000,40500,1500.0
1130,SQL Data Analyst,3.9,Enterprise Software & Network Solutions,Horsham, PA,10,25,37000,44000,40500,17.5
1131,Business/Data Analyst,3.4,Staffing & Outsourcing,Wilmington, DE,100,500,37000,44000,40500,300.0
1134,Data Analyst,3.8,Staffing & Outsourcing,Conshohocken, PA,10,25,37000,44000,40500,17.5
1137,"Senior Data Management Analyst, Enterprise Data Management, OCDO",3.9,Banks & Credit Unions,Mount Laurel, NJ,10000,10000,37000,44000,40500,10000.0
1138,Vertical Lift Data Exploitation Analyst,3.7,Aerospace & Defense,Ridley Park, PA,10000,10000,37000,44000,40500,10000.0
1139,Data Governance Analyst,4.7,IT Services,Wayne, PA,50,100,37000,44000,40500,75.0
1140,Business Data Analyst,4.2,Investment Banking & Asset Management,Mount Laurel, NJ,1000,2000,37000,44000,40500,1500.0
1141,Business Analyst - Data Science & SQL,3.5,IT Services,Philadelphia, PA,50,100,37000,44000,40500,75.0
1142,Lead Geophysical Data Analyst,3.5,Oil & Gas Services,West Chester, PA,500,1000,37000,44000,40500,750.0
1143,Sales Data Analyst,3.7,Staffing & Outsourcing,Berwyn, PA,10,25,37000,44000,40500,17.5
1145,Business Analyst/Data Domain Expert,3.2,Staffing & Outsourcing,Philadelphia, PA,5,10,37000,44000,40500,7.5
1146,Junior Data Analyst - SQL Programmer,2.7,Staffing & Outsourcing,Philadelphia, PA,100,500,37000,44000,40500,300.0
1148,Business / Data Analyst,4.1,Staffing & Outsourcing,Wilmington, DE,1000,2000,37000,44000,40500,1500.0
1150,Data Analyst,3.9,Enterprise Software & Network Solutions,Horsham, PA,10,25,37000,44000,40500,17.5
1152,Senior Healthcare Data Analyst - Cost and Utilization Analysis,3.6,Health Care Services & Hospitals,Philadelphia, PA,500,1000,64000,113000,88500,750.0
1153,Pharmaceutical Customer Data Analyst,4.1,Computer Hardware & Software,Plymouth Meeting, PA,25,50,64000,113000,88500,37.5
1154,Data Analyst,4.4,Staffing & Outsourcing,Philadelphia, PA,100,500,64000,113000,88500,300.0
1155,Senior Data Analyst,3.5,Staffing & Outsourcing,Wayne, PA,100,500,64000,113000,88500,300.0
1157,DBA / Data Analyst,4.2,IT Services,Philadelphia, PA,10,25,64000,113000,88500,17.5
1158,Analyst - Data Intelligence (US),2.4,Biotech & Pharmaceuticals,Wayne, PA,2000,5000,64000,113000,88500,3500.0
1159,"Data Analyst (Philadelphia, PA)",3.7,Architectural & Engineering Services,Philadelphia, PA,2000,5000,64000,113000,88500,3500.0
1160,Data & Systems Analyst,4.2,Investment Banking & Asset Management,Mount Laurel, NJ,1000,2000,64000,113000,88500,1500.0
1162,Lead Data Analyst,4.3,"Cable, Internet & Telephone Providers",Philadelphia, PA,100,500,64000,113000,88500,300.0
1164,Data Analyst and Report Writer,3.5,Staffing & Outsourcing,Boothwyn, PA,100,500,64000,113000,88500,300.0
1165,Payment Integrity Data Analyst,3.7,Insurance Carriers,Philadelphia, PA,25,50,64000,113000,88500,37.5
1166,Lead Data Analyst,3.9,Biotech & Pharmaceuticals,Philadelphia, PA,10000,10000,64000,113000,88500,10000.0
1170,Virology Data Analysts,3.4,Biotech & Pharmaceuticals,West Point, PA,2000,5000,64000,113000,88500,3500.0
1171,Biochemist Data Analyst,3.4,Biotech & Pharmaceuticals,West Point, PA,2000,5000,64000,113000,88500,3500.0
1172,Data Governance Analyst,4.2,Investment Banking & Asset Management,Marlton, NJ,1000,2000,64000,113000,88500,1500.0
1173,Senior Healthcare Data Analyst,5.0,Consulting,King of Prussia, PA,1,5,64000,113000,88500,3.0
1176,AWS Analys/ Data analyst,3.9,IT Services,Malvern, PA,100,500,64000,113000,88500,300.0
1177,Payment Integrity Data Analyst Job posting in #Philadelphia #ITjobs,3.7,Insurance Carriers,Philadelphia, PA,25,50,64000,113000,88500,37.5
1179,Data Analyst Supporting the FBI #20-188,2.8,Staffing & Outsourcing,Philadelphia, PA,50,100,64000,113000,88500,75.0
1180,Data Engineer/Reporting Analyst,1.6,Advertising & Marketing,Philadelphia, PA,1,5,64000,113000,88500,3.0
1181,Sr. Data Analyst - Project Manager,2.7,Staffing & Outsourcing,Philadelphia, PA,100,500,64000,113000,88500,300.0
1182,Data Analyst SAS Programmer,4.6,Staffing & Outsourcing,King of Prussia, PA,10,25,50000,93000,71500,17.5
1183,Sr. Data Analyst,3.8,Consulting,Allegheny West, PA,5,10,50000,93000,71500,7.5
1185,Data Visualization Project Manager/ Business Analyst (PM / BA),4.8,IT Services,Horsham, PA,1,5,50000,93000,71500,3.0
1187,Business Analyst/Data Analyst,3.5,Staffing & Outsourcing,Wilmington, DE,100,500,50000,93000,71500,300.0
1189,Data Analyst Junior,5.0,IT Services,Wilmington, DE,50,100,50000,93000,71500,75.0
1190,Business Intelligence and Data Sciences Analyst,3.6,Electrical & Electronic Manufacturing,Berwyn, PA,10000,10000,50000,93000,71500,10000.0
1191,Sr Business Analyst (Data Quality),4.2,Investment Banking & Asset Management,Marlton, NJ,1000,2000,50000,93000,71500,1500.0
1192,Healthcare Data Analytics Analyst Senior,3.1,Insurance Carriers,Philadelphia, PA,5000,10000,50000,93000,71500,7500.0
1193,"Mid Level Data Analyst / BI Engineer - Looker, Python, Client Facing",1.6,Advertising & Marketing,Philadelphia, PA,1,5,50000,93000,71500,3.0
1195,Data Link Analyst,3.3,Accounting,Moorestown, NJ,5,10,50000,93000,71500,7.5
1196,"Lead Analyst, Data Transfer, Integration & Quality, Wilmington, DE",3.2,Investment Banking & Asset Management,Wilmington, DE,10000,10000,50000,93000,71500,10000.0
1197,Technical Business Analyst (Data Warehouse),3.9,Enterprise Software & Network Solutions,Horsham, PA,10,25,50000,93000,71500,17.5
1198,Certified Tumor Registrar/Data Analyst [CTR and experience required],4.0,Health Care Services & Hospitals,Philadelphia, PA,100,500,50000,93000,71500,300.0
1199,Data Center Migration PMO Analyst/PMO Lead,4.1,Staffing & Outsourcing,Wilmington, DE,1000,2000,50000,93000,71500,1500.0
1201,Data Analyst / Tableau Developer,3.9,Computer Hardware & Software,San Antonio, TX,1,5,37000,68000,52500,3.0
